K,hops,mode,trace_size,verify_time_us,budget_used
5,2,classic_lp,1,5.665999196935445,0
5,2,classic_lp,1,5.957997927907854,0
5,2,classic_lp,1,5.6249991757795215,0
5,2,classic_lp,1,6.042006134521216,0
5,2,classic_lp,1,5.41700137546286,0
5,2,classic_lp,1,6.20899663772434,0
5,2,classic_lp,1,6.083995685912669,0
5,2,classic_lp,1,5.6249991757795215,0
5,2,classic_lp,1,6.082998879719526,0
5,2,classic_lp,1,5.708003300242126,0
5,2,classic_lp,1,6.708003638777882,0
5,2,classic_lp,1,6.041002052370459,0
5,2,classic_lp,1,8.958006219472736,0
5,2,classic_lp,1,7.58399983169511,0
5,2,classic_lp,1,6.791000487282872,0
5,2,classic_lp,1,5.875001079402864,0
5,2,classic_lp,1,6.166999810375273,0
5,2,classic_lp,1,5.83400105824694,0
5,2,classic_lp,1,6.165995728224516,0
5,2,classic_lp,1,5.791000148747116,0
5,2,classic_lp,1,5.583002348430455,0
5,2,classic_lp,1,5.333000444807112,0
5,2,classic_lp,1,6.4589985413476825,0
5,2,classic_lp,1,6.916998245287687,0
5,2,classic_lp,1,6.583002686966211,0
5,2,classic_lp,1,6.458001735154539,0
5,2,classic_lp,1,6.083995685912669,0
5,2,classic_lp,1,6.041998858563602,0
5,2,classic_lp,1,6.624999514315277,0
5,2,classic_lp,1,6.708993169013411,0
5,2,classic_lp,1,6.207999831531197,0
5,2,classic_lp,1,5.957997927907854,0
5,2,classic_lp,1,5.957997927907854,0
5,2,classic_lp,1,5.625006451737136,0
5,2,classic_lp,1,5.667003279086202,0
5,2,classic_lp,1,6.709000444971025,0
5,2,classic_lp,1,6.207999831531197,0
5,2,classic_lp,1,6.08300615567714,0
5,2,classic_lp,1,5.832996976096183,0
5,2,classic_lp,1,5.709000106435269,0
5,2,classic_lp,1,5.542002327274531,0
5,2,classic_lp,1,8.291004633065313,0
5,2,classic_lp,1,6.041998858563602,0
5,2,classic_lp,1,5.750000127591193,0
